مسار الملف,المجلد الرئيسي,الحالة,ملاحظة
rathena-master/npc/warps/dungeons/alde_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/ama_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/anthell.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/ayo_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/beach_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/bra_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/c_tower.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/ein_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/gef_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/gon_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/ice_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/in_sphinx.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/iz_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/juperos.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/kh_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/lhz_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/lou_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/mag_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/mjo_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/moc_pryd.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/mosk_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/odin.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/orcsdun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/pay_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/prt_maze.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/ra_san.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/tha_t.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/thor_v.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/treasure.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/tur_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/um_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/dungeons/xmas_dun.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/abyss_warper.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/amatsu_fild.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/bra_fild.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/ein_fild.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/gefenia.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/glastheim.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/jawaii.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/lhalzen_fild.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/lutie_fild.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/man_fild.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/mtmjolnir.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/spl_fild.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/fields/umbala_fild.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/guildcastles.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/other/airplane.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/other/arena.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/other/god.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/other/jobquests.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/other/kiel.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/other/other.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
rathena-master/npc/warps/pvp.txt,warps,لم تبدأ,لم تدخل بعد في المراجعة الحوارية العميقة
